N,P,K,temperature,humidity,ph,rainfall,label
12.83,29.34,36.65,23.15,63.91,6.18,199.57,coffee
17.41,30.52,26.68,29.12,64.44,6.37,164.0,coffee
13.41,19.73,33.77,22.13,58.03,6.05,173.97,coffee
2.0,28.84,25.58,26.94,57.81,6.47,243.31,coffee
4.51,27.29,25.56,29.45,65.46,6.02,184.25,coffee
1.54,22.86,38.4,25.76,62.67,6.06,174.49,coffee
2.0,31.15,27.7,26.76,61.85,6.11,213.95,coffee
9.14,23.0,36.86,25.93,61.07,6.28,216.95,coffee
0.53,24.32,26.15,23.49,66.21,6.43,238.28,coffee
1.4,23.38,36.66,23.18,70.31,6.37,240.33,coffee
0.17,19.33,41.54,27.36,72.89,6.03,209.7,coffee
11.38,15.71,35.27,26.88,58.83,6.14,214.03,coffee
9.37,32.16,31.85,24.13,74.7,6.46,152.9,coffee
15.41,17.21,25.55,24.19,60.39,6.41,221.07,coffee
19.63,29.23,33.37,27.59,74.99,6.36,226.17,coffee
18.77,17.27,39.1,28.81,74.09,6.11,200.39,coffee
13.61,19.95,37.01,24.06,61.67,6.22,202.92,coffee
8.99,24.86,30.97,23.27,55.95,6.1,208.19,coffee
15.72,18.38,27.17,27.99,61.1,6.48,221.43,coffee
6.54,20.79,35.47,22.63,57.35,6.09,227.47,coffee
10.28,15.21,38.47,25.39,65.22,6.11,205.18,coffee
19.58,16.47,30.68,23.94,59.97,6.19,231.81,coffee
18.26,19.04,35.86,27.1,65.44,6.22,169.2,coffee
9.76,23.02,40.91,28.11,57.68,6.04,240.82,coffee
10.71,32.16,26.16,26.21,65.79,6.43,159.76,coffee
4.81,23.13,42.32,29.51,74.85,6.48,150.59,coffee
0.95,17.95,31.98,28.64,72.85,6.09,211.97,coffee
18.35,24.27,27.07,25.66,62.52,6.29,193.87,coffee
0.35,34.88,35.87,25.79,74.09,6.08,168.92,coffee
16.16,20.22,40.98,24.17,55.66,6.26,169.67,coffee
15.16,27.82,43.47,28.26,58.62,6.4,214.17,coffee
13.38,31.65,36.48,25.73,67.73,6.15,168.26,coffee
12.33,19.68,26.6,22.0,67.17,6.18,225.23,coffee
7.5,24.72,33.14,27.2,62.12,6.48,243.61,coffee
16.96,33.41,33.98,26.29,69.84,6.35,239.07,coffee
14.33,34.96,31.97,28.66,68.95,6.35,182.58,coffee
15.71,33.01,29.37,27.0,62.84,6.49,197.88,coffee
4.57,22.64,38.08,22.61,67.07,6.47,235.04,coffee
1.35,34.87,38.97,23.3,55.25,6.09,233.82,coffee
0.43,19.66,40.15,26.69,70.65,6.37,155.06,coffee
17.85,19.54,36.07,27.15,58.37,6.49,198.82,coffee
1.15,33.75,36.73,27.59,65.5,6.42,153.31,coffee
5.37,24.39,26.53,27.65,62.87,6.14,150.34,coffee
14.4,31.68,32.9,26.51,59.55,6.31,151.21,coffee
9.77,27.88,43.36,25.05,70.3,6.3,242.7,coffee
7.97,21.38,42.74,22.39,57.73,6.04,234.31,coffee
0.21,32.23,34.03,22.03,63.03,6.09,212.44,coffee
13.59,24.75,25.81,27.25,71.84,6.36,233.0,coffee
4.01,32.78,31.44,22.11,71.87,6.47,215.56,coffee
4.63,20.03,34.33,29.18,57.99,6.41,179.13,coffee
16.17,33.41,33.55,24.92,71.04,6.26,218.44,coffee
